match_id,home_team_id,home_name,home_manager,away_team_id,away_name,away_manager,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913916,2783,Girona,Míchel Sánchez,64,Rayo Vallecano,Iñigo Pérez,Municipal de Montilivi,12403,Javier Alberola Rojas,2025-08-15T19:00:00,F,1 : 3,0 : 3,1 : 3,6
